time,dpt,mtw,awa,aws,cog,hdg,rot,sog,stw,pitch,yaw,roll,lng,lat,tws,twa,twd,vmg,dist,cum_dist
2025-10-08T17:32:39+03:00,,,118.99760447072069,11.39184,54.99821875460771,49.40042109617958,-0.09998113525032865,6.337439999999999,,-1.3980170201192088,-131.79748161394326,-0.20053522829578813,24.818527,59.486429,15.48979162861561,139.96564764237425,194.96386639698196,-4.852317431702119,0.0035472052358380816,0.0035472052358380816
2025-10-08T17:32:41+03:00,,,125.0022021636917,11.00304,53.995542613128784,53.302263681020484,0.9000021045914972,6.9984,,0.09740282517223994,-126.10228113034287,-6.302535746439056,24.818555,59.486418,16.0743375497189,145.89561056420584,199.89115317733462,-5.7947968432441215,0.0010804637990725267,0.004627669034910608
2025-10-08T17:32:43+03:00,,,121.9999033172062,9.60336,56.99784145961429,52.29958753954155,1.200002806121996,6.7068,,1.3980170201192088,-126.60075441210671,-5.2998596049601145,24.818656,59.486449,14.334133699021834,145.37779735282425,202.37563881243852,-5.519134786032818,0.003601872522399052,0.00822954155730966
2025-10-08T17:32:47+03:00,,,129.00144757370484,10.303199999999999,50.998973344594575,50.50050006283075,-0.5000202678106694,6.24024,,0.20053522829578813,-129.49992085546867,-4.102377813136695,24.818828,59.486508,15.034049869137794,147.8196436329284,198.818616977523,-5.281588190395892,0.000623408269163977,0.008852949826473637
2025-10-08T17:32:51+03:00,,,125.99914872721935,9.79776,53.995542613128784,48.00240407606037,-0.8000209693411684,5.94864,,-1.501149423242757,-133.2012282120138,-2.6012283898939375,24.819064,59.486613,14.138500678165848,145.89977925827554,199.89532187140432,-4.925819980105753,0.0031314054205597913,0.011984355247033427
2025-10-08T17:32:53+03:00,,,125.99914872721935,9.60336,51.995919908122204,46.30071942452182,0.2000195662801704,6.62904,,0.6016056848873644,-133.09809580889024,-3.0997016716577535,24.819153,59.486648,14.526018923599159,147.66568138190217,199.66160129002438,-5.601151790336576,0.0034356322826747812,0.015419987529708207
2025-10-08T17:32:55+03:00,,,133.99763954724563,9.00072,50.998973344594575,47.40079839117301,-2.499986747494321,6.25968,,0.6990085100596044,-132.89756058059447,-6.302535746439056,24.819239,59.486685,14.087923208600703,152.63858992971294,203.63756327430752,-5.559379164552842,0.0034401781621808047,0.018860165691889013
2025-10-08T17:32:57+03:00,,,140.99918380374427,9.408959999999999,49.99629720311564,40.30185130950211,-5.79999446432981,5.22936,,-1.1974817918234204,-141.60078948863168,-0.49847328176381617,24.819301,59.486724,13.869009605371458,154.72593264888798,204.7222298520036,-4.728784134343841,0.003012575823551816,0.02187274151544083
2025-10-08T17:32:59+03:00,,,146.00110535523638,9.50616,39.998183678082775,31.100149119701083,2.9000258800546614,5.67648,,0.29793805346802804,-148.49920134200676,-0.40107045659157625,24.81933,59.486719,14.562380790848918,158.59091203973853,198.5890957178213,-5.284791125610748,0.0009346857053286715,0.0228074272207695
2025-10-08T17:33:03+03:00,,,138.00261453521009,9.60336,37.998560973076195,22.700587843083216,-1.7000230739326654,5.38488,,-0.6016056848873644,-157.7009035318078,1.1000789666511805,24.819445,59.486801,14.07426812108695,152.83543200065503,190.83399297373123,-4.790921677376336,0.0009766048628213175,0.02378403208359082
2025-10-08T17:33:05+03:00,,,144.0014826502298,9.70056,30.699078663109514,24.900745776385577,-0.3999818367808277,5.773680000000001,,-0.40107045659157625,-154.89913991361806,-4.801386323196299,24.819501,59.486847,14.766877868801718,157.28731625584922,187.98639491895872,-5.32594634486775,0.0032505157921989946,0.027034547875789815
2025-10-08T17:33:07+03:00,,,146.00110535523638,8.70912,33.99931556306306,17.102790184655074,-4.299990956677315,5.28768,,0.49847328176381617,-164.50191256001065,-3.798710181717358,24.819552,59.48689,13.422570870587087,158.72669249186538,192.72600805492843,-4.92737936194437,0.0030170999438163867,0.030051647819606203
2025-10-08T17:33:09+03:00,,,151.9999734702561,9.195120000000001,24.99814860155782,13.802553284701533,-1.2999839413723246,5.69592,,0.0,-167.6016142316684,0.8995437383553924,24.819603,59.486939,14.473489130369336,162.6469241157328,187.64507271729062,-5.436669728403746,0.003331250066456094,0.033382897886062295
2025-10-08T17:33:13+03:00,,,161.99808699528896,8.30088,359.85187280986486,1.0026761414789407,-5.499993762799311,4.87944,,-0.09740282517223994,178.79720954852468,-1.0026761414789407,24.81966,59.487037,13.029014559717972,168.64442551094083,168.49629832080564,-4.783920754910926,0.0021235820978243816,0.035506479983886674
2025-10-08T17:33:15+03:00,,,168.99963125178763,8.70912,4.996191973540778,350.10013113673824,-8.800001479634801,4.87944,,-1.1974817918234204,167.29794660024908,5.798332886723932,24.819666,59.487084,13.530976673085819,172.94529445007208,177.94148642361287,-4.84249941570945,0.0028309908338641308,0.0383374708177508
2025-10-08T17:33:17+03:00,,,-162.9999037000752,7.503839999999999,348.9943225921357,348.59898171349545,1.7000230739326654,4.510079999999999,,-1.0026761414789407,171.60085964168155,9.20170218980102,24.819662,59.487124,11.890193073350458,169.36712529142318,179.6271973007125,-4.432640308365004,0.0024074057206091124,0.04074487653835992
2025-10-08T17:33:19+03:00,,,-144.00062321353712,9.00072,341.9985079135884,346.5019561833167,-6.09999516586031,4.97664,,-2.4006931615981495,166.10046480842567,8.502693679741416,24.819633,59.487167,13.351315691904542,156.65626615980233,185.34224175378608,-4.569273122276526,0.0027319619004972837,0.043476838438857204
