time,lat,lng,sog,cog,hdg,awa,aws,tack,dpt,speed,twa,tws,twd,vmg,dist,cum_dist,time
2024-07-31 15:25:00+00:00,59.477733333333326,24.813550000000003,7.3,170.0,148.0,115.0,12.9,1.0,11.5,6.8,,,,,,,2024-07-31 15:25:00+00:00
2024-07-31 15:25:01+00:00,59.47771666666666,24.813566666666663,7.1,165.0,151.0,118.0,12.3,1.0,11.5,6.8,139.8507709100324,16.84333408669981,304.8507709100324,-5.427010537674489,0.001122334993377067,0.0,2024-07-31 15:25:01+00:00
2024-07-31 15:25:02+00:00,59.47768333333333,24.813583333333334,6.4,166.0,,120.0,11.7,1.0,11.5,6.7,140.40439906867672,15.897484077677197,306.40439906867675,-4.931597957068382,0.0020648708884108287,0.001122334993377067,2024-07-31 15:25:02+00:00
2024-07-31 15:25:03+00:00,59.47765,24.813599999999997,6.4,166.0,152.0,123.0,11.4,1.0,11.5,6.6,142.82832247482932,15.823834174731255,308.8283224748293,-5.099703592923106,0.0020648710118186457,0.0031872058817878956,2024-07-31 15:25:03+00:00
2024-07-31 15:25:04+00:00,59.47763333333334,24.813599999999997,6.7,166.0,148.0,126.0,10.9,1.0,,6.5,146.06736305736618,15.797212220826768,312.06736305736615,-5.55895279162891,0.001000675699344594,0.005252076893606541,2024-07-31 15:25:04+00:00
2024-07-31 15:25:06+00:00,59.477566666666675,24.813633333333335,6.7,172.0,149.0,120.0,11.7,1.0,11.5,6.5,141.08362388600682,16.129786111415115,313.0836238860068,-5.2130263488424475,0.0020648713204220507,0.0083176237897801,2024-07-31 15:25:06+00:00
2024-07-31 15:25:07+00:00,59.477533333333334,24.813633333333335,7.4,170.0,152.0,119.0,11.8,1.0,11.4,,141.81214402914026,16.693326573209436,311.81214402914026,-5.8163108242147725,0.00200135139926216,0.010382495110202151,2024-07-31 15:25:07+00:00
2024-07-31 15:25:08+00:00,59.47749999999999,24.81365,7.4,168.0,150.0,120.0,11.1,1.0,11.4,6.5,143.41322444637052,16.12792609110049,311.4132244463705,-5.941867507247549,0.0020648715677935242,0.012383846509464311,2024-07-31 15:25:08+00:00
2024-07-31 15:25:10+00:00,59.47745,24.81366666666667,6.1,174.0,153.0,117.0,11.5,1.0,11.3,6.5,137.85165273193797,15.269409520785615,311.851652731938,-4.522600134780861,0.0010006756999174809,0.016513589767444527,2024-07-31 15:25:10+00:00
2024-07-31 15:25:11+00:00,59.47741666666668,24.81366666666667,5.9,177.0,159.0,115.0,12.0,1.0,11.3,6.4,135.25104659835952,15.448389749824512,312.2510465983595,-4.190169589162317,0.0020013513981163864,0.017514265467362008,2024-07-31 15:25:11+00:00
2024-07-31 15:25:12+00:00,59.477383333333336,24.81366666666667,6.3,173.0,,117.0,11.3,1.0,11.3,6.4,138.6242891375541,15.232175397917286,311.6242891375541,-4.727465499530965,0.002001351399453122,0.019515616865478393,2024-07-31 15:25:12+00:00
2024-07-31 15:25:13+00:00,59.47736666666666,24.813683333333334,7.0,170.0,151.0,119.0,10.1,1.0,11.3,6.3,143.40471502814754,14.817627350653412,313.4047150281475,-5.620065762265495,0.0011223373785451318,0.021516968264931515,2024-07-31 15:25:13+00:00
2024-07-31 15:25:14+00:00,59.47733333333334,24.8137,7.3,171.0,147.0,118.0,10.1,1.0,,6.3,143.47722688443812,14.98426763803982,314.4772268844381,-5.866428740303986,0.002064872183706793,0.022639305643476645,2024-07-31 15:25:14+00:00
2024-07-31 15:25:16+00:00,59.47726666666667,24.813716666666664,6.5,172.0,156.0,116.0,11.5,1.0,11.3,6.4,138.15300399123166,15.49311093502422,310.1530039912317,-4.842038731736886,0.002064872431264363,0.026705529226445597,2024-07-31 15:25:16+00:00
